Src IP,Src Port,Dst IP,Dst Port,Timestamp,Flow Duration
172.31.64.115,50343,172.31.0.2,53,20/02/2018 01:40:02,1867
172.31.64.115,60514,172.31.0.2,53,20/02/2018 01:40:02,423
172.31.64.115,59261,172.31.0.2,53,20/02/2018 01:40:02,81418
172.31.64.115,49368,172.31.0.2,53,20/02/2018 01:40:02,796
172.31.64.115,58876,172.31.0.2,53,20/02/2018 01:40:03,1016
172.31.64.115,54379,172.31.0.2,53,20/02/2018 01:40:03,5779481
172.31.64.115,53473,172.31.0.2,53,20/02/2018 01:40:03,1533
172.31.64.115,52304,172.31.0.2,53,20/02/2018 01:40:04,30178
172.31.64.115,56636,172.31.0.2,53,20/02/2018 01:40:04,44605
172.31.64.115,62601,172.31.0.2,53,20/02/2018 01:40:04,18968
172.31.64.115,51584,172.31.0.2,53,20/02/2018 01:40:04,791
172.31.64.115,59288,172.31.0.2,53,20/02/2018 01:40:04,26942
172.31.64.115,49393,172.31.0.2,53,20/02/2018 01:40:04,22872
172.31.64.115,62959,172.31.0.2,53,20/02/2018 01:40:04,49004
172.31.64.115,50224,172.31.0.2,53,20/02/2018 01:40:04,314
172.31.64.115,50779,172.31.0.2,53,20/02/2018 01:40:04,11556
172.31.64.115,60688,172.31.0.2,53,20/02/2018 01:40:04,100041
172.31.64.115,49234,172.31.0.2,53,20/02/2018 01:40:04,1468
172.31.64.115,56578,172.31.0.2,53,20/02/2018 01:40:04,24439
172.31.64.115,59128,172.31.0.2,53,20/02/2018 01:40:04,1005
172.31.64.115,51779,172.31.0.2,53,20/02/2018 01:40:04,141303
172.31.64.115,54980,172.31.0.2,53,20/02/2018 01:40:04,269
172.31.64.115,51587,172.31.0.2,53,20/02/2018 01:40:04,12586
172.31.64.115,56707,172.31.0.2,53,20/02/2018 01:40:05,503
172.31.64.115,49775,172.31.0.2,53,20/02/2018 01:40:05,52807
172.31.64.115,53929,172.31.0.2,53,20/02/2018 01:40:05,1055
172.31.64.115,57842,172.31.0.2,53,20/02/2018 01:40:05,864
172.31.64.115,63889,172.31.0.2,53,20/02/2018 01:40:05,13069
172.31.64.115,49727,172.31.0.2,53,20/02/2018 01:40:05,2387
172.31.64.115,57036,172.31.0.2,53,20/02/2018 01:40:05,491
172.31.64.115,56651,172.31.0.2,53,20/02/2018 01:40:05,782
172.31.64.115,61515,172.31.0.2,53,20/02/2018 01:40:05,395
172.31.64.115,62382,172.31.0.2,53,20/02/2018 01:40:05,32259
172.31.64.115,65326,172.31.0.2,53,20/02/2018 01:40:06,150347
172.31.64.115,61238,172.31.0.2,53,20/02/2018 01:40:06,52761
172.31.64.115,60310,172.31.0.2,53,20/02/2018 01:40:07,975
172.31.64.115,51317,172.31.0.2,53,20/02/2018 01:40:07,31038
172.31.64.115,61832,172.31.0.2,53,20/02/2018 01:40:07,3270
172.31.64.115,62348,172.31.0.2,53,20/02/2018 01:40:07,66307
172.31.64.115,65157,172.31.0.2,53,20/02/2018 01:40:07,25432
172.31.64.115,52088,172.31.0.2,53,20/02/2018 01:40:07,4975
172.31.64.115,49715,172.31.0.2,53,20/02/2018 01:40:07,1997
172.31.64.115,61876,172.31.0.2,53,20/02/2018 01:40:07,57061
172.31.64.115,59621,172.31.0.2,53,20/02/2018 01:40:07,294
172.31.64.115,55751,172.31.0.2,53,20/02/2018 01:40:07,1495
172.31.64.115,60495,172.31.0.2,53,20/02/2018 01:40:07,337
172.31.64.115,58128,172.31.0.2,53,20/02/2018 01:40:07,1900
172.31.64.115,64272,172.31.0.2,53,20/02/2018 01:40:07,31851
172.31.64.115,62261,172.31.0.2,53,20/02/2018 01:40:07,254
172.31.64.115,64777,172.31.0.2,53,20/02/2018 01:40:07,1746
172.31.64.115,54308,172.31.0.2,53,20/02/2018 01:40:08,77322
172.31.64.115,50451,172.31.0.2,53,20/02/2018 01:40:08,57517
172.31.64.115,51498,172.31.0.2,53,20/02/2018 01:40:08,90487
172.31.64.115,50681,172.31.0.2,53,20/02/2018 01:40:08,493
172.31.64.115,57924,172.31.0.2,53,20/02/2018 01:40:08,780
172.31.64.115,61651,172.31.0.2,53,20/02/2018 01:40:08,18357
172.31.64.115,52918,172.31.0.2,53,20/02/2018 01:40:08,356
172.31.64.115,56455,172.31.0.2,53,20/02/2018 01:40:08,89438
172.31.64.115,63503,172.31.0.2,53,20/02/2018 01:40:08,417
172.31.64.115,62635,172.31.0.2,53,20/02/2018 01:40:08,13809
172.31.64.115,56493,172.31.0.2,53,20/02/2018 01:40:08,12611
172.31.64.115,62527,172.31.0.2,53,20/02/2018 01:40:08,63855
172.31.64.115,63125,172.31.0.2,53,20/02/2018 01:40:08,326
172.31.64.115,49285,172.31.0.2,53,20/02/2018 01:40:08,12867
172.31.64.115,54764,172.31.0.2,53,20/02/2018 01:40:08,1295
172.31.64.115,59141,172.31.0.2,53,20/02/2018 01:40:08,91208
172.31.64.115,50225,172.31.0.2,53,20/02/2018 01:40:08,13273
172.31.64.115,61009,172.31.0.2,53,20/02/2018 01:40:08,87144
172.31.64.115,57710,172.31.0.2,53,20/02/2018 01:40:08,11380
172.31.64.115,56580,172.31.0.2,53,20/02/2018 01:40:08,1401
172.31.64.115,57264,172.31.0.2,53,20/02/2018 01:40:08,276
172.31.64.115,50008,172.31.0.2,53,20/02/2018 01:40:08,357
172.31.64.115,59815,172.31.0.2,53,20/02/2018 01:40:09,285
172.31.64.115,54851,172.31.0.2,53,20/02/2018 01:40:10,98824
172.31.64.115,63207,172.31.0.2,53,20/02/2018 01:40:10,322
172.31.64.115,61033,172.31.0.2,53,20/02/2018 01:40:10,113751
172.31.64.115,53236,172.31.0.2,53,20/02/2018 01:40:12,174506
172.31.64.115,54172,172.31.0.2,53,20/02/2018 01:40:14,469
172.31.64.115,54353,172.31.0.2,53,20/02/2018 01:40:14,124896
172.31.64.115,49403,172.31.0.2,53,20/02/2018 01:40:14,92627
172.31.64.115,53244,172.31.0.2,53,20/02/2018 01:40:34,13052
172.31.64.115,63973,172.31.0.2,53,20/02/2018 01:40:35,359
77.72.83.21,52610,172.31.64.115,3389,20/02/2018 01:42:42,3155248
172.31.64.115,51257,172.31.0.2,53,20/02/2018 01:44:51,3348
172.31.64.115,64689,172.31.0.2,53,20/02/2018 01:48:56,539
172.31.64.115,52694,172.31.0.2,53,20/02/2018 01:48:56,3175
172.31.64.115,59817,172.31.0.2,53,20/02/2018 01:48:57,101712
172.31.64.115,58853,172.31.0.2,53,20/02/2018 01:48:57,327
172.31.64.115,60734,172.31.0.2,53,20/02/2018 01:48:57,107970
172.31.64.115,51607,172.31.0.2,53,20/02/2018 01:48:58,292
172.31.64.115,60250,172.31.0.2,53,20/02/2018 01:48:58,302
172.31.64.115,61610,172.31.0.2,53,20/02/2018 01:48:58,282
172.31.64.115,51813,172.31.0.2,53,20/02/2018 01:48:58,1361
172.31.64.115,49740,172.31.0.2,53,20/02/2018 01:48:58,1289
172.31.64.115,62610,172.31.0.2,53,20/02/2018 01:48:58,1238
172.31.64.115,61275,172.31.0.2,53,20/02/2018 01:48:58,1949
172.31.64.115,49392,172.31.0.2,53,20/02/2018 01:48:58,297
172.31.64.115,60237,172.31.0.2,53,20/02/2018 01:48:59,694
172.31.64.115,55367,172.31.0.2,53,20/02/2018 01:49:00,30653
172.31.64.115,63390,172.31.0.2,53,20/02/2018 01:49:00,1029
172.31.64.115,62900,172.31.0.2,53,20/02/2018 01:49:00,2079332
172.31.64.115,50928,172.31.0.2,53,20/02/2018 01:49:01,912
172.31.64.115,57242,172.31.0.2,53,20/02/2018 01:49:01,320
172.31.64.115,54596,172.31.0.2,53,20/02/2018 01:49:02,13096
172.31.64.115,53967,172.31.0.2,53,20/02/2018 01:49:02,5043
172.31.64.115,56648,172.31.0.2,53,20/02/2018 01:49:02,309
172.31.64.115,53575,172.31.0.2,53,20/02/2018 01:49:02,333
172.31.64.115,57466,172.31.0.2,53,20/02/2018 01:49:02,2205
172.31.64.115,50791,172.31.0.2,53,20/02/2018 01:49:02,29281
172.31.64.115,51717,172.31.0.2,53,20/02/2018 01:49:02,349
172.31.64.115,49260,172.31.0.2,53,20/02/2018 01:49:02,22804
172.31.64.115,58139,172.31.0.2,53,20/02/2018 01:49:02,369
172.31.64.115,52947,172.31.0.2,53,20/02/2018 01:49:02,1218
172.31.64.115,63272,172.31.0.2,53,20/02/2018 01:49:02,1015
172.31.64.115,56012,172.31.0.2,53,20/02/2018 01:49:02,1432
172.31.64.115,49920,172.31.0.2,53,20/02/2018 01:49:56,296
146.0.74.132,59282,172.31.64.115,3389,20/02/2018 01:50:44,1662376
172.31.64.115,62407,172.31.0.2,53,20/02/2018 01:57:56,366
172.31.64.115,62397,172.31.0.2,53,20/02/2018 01:57:56,419
172.31.64.115,52401,172.31.0.2,53,20/02/2018 01:57:56,434
172.31.64.115,55668,172.31.0.2,53,20/02/2018 01:57:56,730
172.31.64.115,63650,172.31.0.2,53,20/02/2018 01:57:56,54379
172.31.64.115,56660,172.31.0.2,53,20/02/2018 01:57:56,841
172.31.64.115,53285,172.31.0.2,53,20/02/2018 01:57:56,24591
172.31.64.115,50694,172.31.0.2,53,20/02/2018 01:57:56,877
172.31.64.115,61422,172.31.0.2,53,20/02/2018 01:57:56,19257
172.31.64.115,53454,172.31.0.2,53,20/02/2018 01:57:56,801
172.31.64.115,57068,172.31.0.2,53,20/02/2018 01:57:56,21884
172.31.64.115,62071,172.31.0.2,53,20/02/2018 01:57:56,40975
172.31.64.115,65246,172.31.0.2,53,20/02/2018 01:57:56,43858
172.31.64.115,60225,172.31.0.2,53,20/02/2018 01:57:56,1174
172.31.64.115,61166,172.31.0.2,53,20/02/2018 01:57:56,314
172.31.64.115,61947,172.31.0.2,53,20/02/2018 01:57:56,2446
172.31.64.115,55289,172.31.0.2,53,20/02/2018 01:57:56,93617
172.31.64.115,64692,172.31.0.2,53,20/02/2018 01:57:56,648
172.31.64.115,63827,172.31.0.2,53,20/02/2018 01:57:56,357
172.31.64.115,53738,172.31.0.2,53,20/02/2018 01:57:56,35872
172.31.64.115,61165,172.31.0.2,53,20/02/2018 01:57:56,285
172.31.64.115,63526,172.31.0.2,53,20/02/2018 01:57:56,74129
172.31.64.115,63113,172.31.0.2,53,20/02/2018 01:57:56,26212
172.31.64.115,51490,172.31.0.2,53,20/02/2018 01:57:56,313
172.31.64.115,57360,172.31.0.2,53,20/02/2018 01:57:56,52057
172.31.64.115,59550,172.31.0.2,53,20/02/2018 01:57:56,2617
172.31.64.115,55700,172.31.0.2,53,20/02/2018 01:57:56,3366732
172.31.64.115,60215,172.31.0.2,53,20/02/2018 01:57:56,2203
172.31.64.115,54533,172.31.0.2,53,20/02/2018 01:57:56,523
172.31.64.115,60818,172.31.0.2,53,20/02/2018 01:57:56,4542
172.31.64.115,61648,172.31.0.2,53,20/02/2018 01:57:56,12088
172.31.64.115,57795,172.31.0.2,53,20/02/2018 01:57:56,15831
172.31.64.115,59433,172.31.0.2,53,20/02/2018 01:57:57,1390
172.31.64.115,60479,172.31.0.2,53,20/02/2018 01:57:57,294
172.31.64.115,63135,172.31.0.2,53,20/02/2018 01:57:57,28274
172.31.64.115,56481,172.31.0.2,53,20/02/2018 01:57:57,1835
172.31.64.115,50416,172.31.0.2,53,20/02/2018 01:57:57,100361
172.31.64.115,64631,172.31.0.2,53,20/02/2018 01:57:57,432
172.31.64.115,56049,172.31.0.2,53,20/02/2018 01:57:57,14392
172.31.64.115,53572,172.31.0.2,53,20/02/2018 01:57:57,387
172.31.64.115,63428,172.31.0.2,53,20/02/2018 01:57:58,1319
172.31.64.115,64665,172.31.0.2,53,20/02/2018 01:57:59,512
172.31.64.115,57501,172.31.0.2,53,20/02/2018 01:57:59,24878
172.31.64.115,50657,172.31.0.2,53,20/02/2018 01:57:59,409
172.31.64.115,54669,172.31.0.2,53,20/02/2018 01:57:59,1486
172.31.64.115,63890,172.31.0.2,53,20/02/2018 01:57:59,84404
172.31.64.115,62359,172.31.0.2,53,20/02/2018 01:57:59,16471
172.31.64.115,63175,172.31.0.2,53,20/02/2018 01:57:59,17564
172.31.64.115,52742,172.31.0.2,53,20/02/2018 01:57:59,506
172.31.64.115,60025,172.31.0.2,53,20/02/2018 01:58:00,3655
172.31.64.115,65217,172.31.0.2,53,20/02/2018 01:58:00,2517
172.31.64.115,58047,172.31.0.2,53,20/02/2018 01:58:00,12664
172.31.64.115,61759,172.31.0.2,53,20/02/2018 01:58:00,1026
172.31.64.115,59132,172.31.0.2,53,20/02/2018 01:58:00,116280
172.31.64.115,52859,172.31.0.2,53,20/02/2018 01:58:00,62513
172.31.64.115,57121,172.31.0.2,53,20/02/2018 01:58:00,2238890
172.31.64.115,52197,172.31.0.2,53,20/02/2018 01:58:00,12802
172.31.64.115,54100,172.31.0.2,53,20/02/2018 01:58:00,47615
172.31.64.115,61514,172.31.0.2,53,20/02/2018 01:58:00,449
172.31.64.115,51922,172.31.0.2,53,20/02/2018 01:58:00,1362
172.31.64.115,56217,172.31.0.2,53,20/02/2018 01:58:00,435
172.31.64.115,61804,172.31.0.2,53,20/02/2018 01:58:00,252
172.31.64.115,55632,172.31.0.2,53,20/02/2018 01:58:01,58443
172.31.64.115,54209,172.31.0.2,53,20/02/2018 01:58:01,11135
172.31.64.115,57537,172.31.0.2,53,20/02/2018 01:58:01,1456
172.31.64.115,58216,172.31.0.2,53,20/02/2018 01:58:01,349
172.31.64.115,64354,172.31.0.2,53,20/02/2018 01:58:01,341
172.31.64.115,55510,172.31.0.2,53,20/02/2018 01:58:01,680
172.31.64.115,58710,172.31.0.2,53,20/02/2018 01:58:01,604
172.31.64.115,62935,172.31.0.2,53,20/02/2018 01:58:01,915
172.31.64.115,54701,172.31.0.2,53,20/02/2018 01:58:01,25395
172.31.64.115,63852,172.31.0.2,53,20/02/2018 01:58:01,11557
172.31.64.115,62622,172.31.0.2,53,20/02/2018 01:58:01,1072
172.31.64.115,54197,172.31.0.2,53,20/02/2018 01:58:01,322
172.31.64.115,56772,172.31.0.2,53,20/02/2018 01:58:01,26128
172.31.64.115,64693,172.31.0.2,53,20/02/2018 01:58:01,11847
172.31.64.115,62735,172.31.0.2,53,20/02/2018 01:58:02,2275
172.31.64.115,58999,172.31.0.2,53,20/02/2018 01:58:02,316
172.31.64.115,61575,172.31.0.2,53,20/02/2018 01:58:02,1425
172.31.64.115,57035,172.31.0.2,53,20/02/2018 01:58:02,602
172.31.64.115,62082,172.31.0.2,53,20/02/2018 01:58:02,935
172.31.64.115,56363,172.31.0.2,53,20/02/2018 01:58:02,11068
172.31.64.115,51188,172.31.0.2,53,20/02/2018 01:58:02,734
172.31.64.115,60627,172.31.0.2,53,20/02/2018 01:59:05,3079
146.0.74.132,61188,172.31.64.115,3389,20/02/2018 01:59:07,1651054
172.31.64.115,62492,172.31.0.2,53,20/02/2018 01:59:08,1157
172.31.64.115,53523,172.31.0.2,53,20/02/2018 01:59:08,2569
77.72.83.21,9596,172.31.64.115,3389,20/02/2018 02:00:09,2234183
146.0.74.132,62100,172.31.64.115,3389,20/02/2018 02:03:25,1645461
172.31.64.115,61827,172.31.0.2,53,20/02/2018 02:04:03,14413
172.31.64.115,52634,172.31.0.2,53,20/02/2018 02:04:04,2602
172.31.64.115,50055,172.31.0.2,53,20/02/2018 02:06:57,11212
172.31.64.115,58061,172.31.0.2,53,20/02/2018 02:06:57,895
172.31.64.115,52551,172.31.0.2,53,20/02/2018 02:06:57,872
172.31.64.115,57350,172.31.0.2,53,20/02/2018 02:06:57,1636
172.31.64.115,51778,172.31.0.2,53,20/02/2018 02:06:57,2379
172.31.64.115,52583,172.31.0.2,53,20/02/2018 02:06:58,331
172.31.64.115,60117,172.31.0.2,53,20/02/2018 02:06:58,25584
172.31.64.115,53680,172.31.0.2,53,20/02/2018 02:06:58,469
172.31.64.115,65015,172.31.0.2,53,20/02/2018 02:06:58,12547
172.31.64.115,64969,172.31.0.2,53,20/02/2018 02:06:58,295
172.31.64.115,53101,172.31.0.2,53,20/02/2018 02:06:58,828
172.31.64.115,56877,172.31.0.2,53,20/02/2018 02:06:59,1049
172.31.64.115,60615,172.31.0.2,53,20/02/2018 02:06:59,300
172.31.64.115,55691,172.31.0.2,53,20/02/2018 02:06:59,2064
172.31.64.115,59213,172.31.0.2,53,20/02/2018 02:06:59,22605
172.31.64.115,65450,172.31.0.2,53,20/02/2018 02:06:59,669
172.31.64.115,53729,172.31.0.2,53,20/02/2018 02:07:00,320
172.31.64.115,63829,172.31.0.2,53,20/02/2018 02:07:00,395
172.31.64.115,53955,172.31.0.2,53,20/02/2018 02:07:00,13813
172.31.64.115,58156,172.31.0.2,53,20/02/2018 02:07:00,118691
172.31.64.115,61627,172.31.0.2,53,20/02/2018 02:07:00,1156
172.31.64.115,52033,172.31.0.2,53,20/02/2018 02:07:00,17258
172.31.64.115,59215,172.31.0.2,53,20/02/2018 02:07:00,462
172.31.64.115,52341,172.31.0.2,53,20/02/2018 02:07:00,695
172.31.64.115,52003,172.31.0.2,53,20/02/2018 02:07:00,778
172.31.64.115,63090,172.31.0.2,53,20/02/2018 02:07:00,497
172.31.64.115,59536,172.31.0.2,53,20/02/2018 02:07:00,744
172.31.64.115,58542,172.31.0.2,53,20/02/2018 02:07:00,932
172.31.64.115,62311,172.31.0.2,53,20/02/2018 02:07:00,13102
172.31.64.115,56011,172.31.0.2,53,20/02/2018 02:07:00,13236
172.31.64.115,58421,172.31.0.2,53,20/02/2018 02:07:00,1167
172.31.64.115,65318,172.31.0.2,53,20/02/2018 02:07:00,35637
172.31.64.115,54499,172.31.0.2,53,20/02/2018 02:07:00,54461
172.31.64.115,49764,172.31.0.2,53,20/02/2018 02:07:00,44827
172.31.64.115,63151,172.31.0.2,53,20/02/2018 02:07:00,297
172.31.64.115,63223,172.31.0.2,53,20/02/2018 02:07:00,17305
172.31.64.115,52151,172.31.0.2,53,20/02/2018 02:07:00,1001
172.31.64.115,57227,172.31.0.2,53,20/02/2018 02:07:00,114907
172.31.64.115,55010,172.31.0.2,53,20/02/2018 02:07:01,12377
172.31.64.115,58044,172.31.0.2,53,20/02/2018 02:07:02,1500
172.31.64.115,60133,172.31.0.2,53,20/02/2018 02:07:03,300
172.31.64.115,56155,172.31.0.2,53,20/02/2018 02:07:03,428
172.31.64.115,60205,172.31.0.2,53,20/02/2018 02:07:03,1317
172.31.64.115,64159,172.31.0.2,53,20/02/2018 02:07:03,360
172.31.64.115,50977,172.31.0.2,53,20/02/2018 02:07:03,31294
172.31.64.115,62285,172.31.0.2,53,20/02/2018 02:07:03,1541
172.31.64.115,61937,172.31.0.2,53,20/02/2018 02:07:03,18280
172.31.64.115,54858,172.31.0.2,53,20/02/2018 02:07:04,1313
172.31.64.115,60251,172.31.0.2,53,20/02/2018 02:07:04,299
172.31.64.115,64485,172.31.0.2,53,20/02/2018 02:07:05,95306
172.31.64.115,62227,172.31.0.2,53,20/02/2018 02:07:05,2104
172.31.64.115,54947,172.31.0.2,53,20/02/2018 02:07:05,40639
172.31.64.115,50820,172.31.0.2,53,20/02/2018 02:07:05,1506
172.31.64.115,60881,172.31.0.2,53,20/02/2018 02:07:05,812
172.31.64.115,51116,172.31.0.2,53,20/02/2018 02:07:05,332
172.31.64.115,58806,172.31.0.2,53,20/02/2018 02:07:05,1328
172.31.64.115,59670,172.31.0.2,53,20/02/2018 02:07:05,302
172.31.64.115,61454,172.31.0.2,53,20/02/2018 02:07:05,267
172.31.64.115,63948,172.31.0.2,53,20/02/2018 02:07:05,1138
172.31.64.115,52453,172.31.0.2,53,20/02/2018 02:07:05,12287
172.31.64.115,59814,172.31.0.2,53,20/02/2018 02:07:05,12212
172.31.64.115,59274,172.31.0.2,53,20/02/2018 02:07:05,47092
172.31.64.115,58201,172.31.0.2,53,20/02/2018 02:07:05,15100
172.31.64.115,60806,172.31.0.2,53,20/02/2018 02:07:05,157835
172.31.64.115,53150,172.31.0.2,53,20/02/2018 02:07:05,316
172.31.64.115,52272,172.31.0.2,53,20/02/2018 02:07:05,42114
172.31.64.115,52691,172.31.0.2,53,20/02/2018 02:07:06,268
172.31.64.115,55034,172.31.0.2,53,20/02/2018 02:07:06,248
172.31.64.115,56600,172.31.0.2,53,20/02/2018 02:07:06,1282
172.31.64.115,55702,172.31.0.2,53,20/02/2018 02:07:06,248
172.31.64.115,49451,172.31.0.2,53,20/02/2018 02:07:06,210031
172.31.64.115,54473,172.31.0.2,53,20/02/2018 02:07:06,911
172.31.64.115,54583,172.31.0.2,53,20/02/2018 02:07:06,916
172.31.64.115,64620,172.31.0.2,53,20/02/2018 02:07:06,325
172.31.64.115,54281,172.31.0.2,53,20/02/2018 02:07:06,25551
172.31.64.115,63887,172.31.0.2,53,20/02/2018 02:07:06,1234
172.31.64.115,57707,172.31.0.2,53,20/02/2018 02:07:07,18453
172.31.64.115,52449,172.31.0.2,53,20/02/2018 02:07:07,111954
172.31.64.115,50355,172.31.0.2,53,20/02/2018 02:07:07,591
172.31.64.115,55379,172.31.0.2,53,20/02/2018 02:07:07,139345
172.31.64.115,51330,172.31.0.2,53,20/02/2018 02:07:07,884
172.31.64.115,53610,172.31.0.2,53,20/02/2018 02:07:07,369
172.31.64.115,59307,172.31.0.2,53,20/02/2018 02:07:07,400
172.31.64.115,52633,172.31.0.2,53,20/02/2018 02:07:07,321
172.31.64.115,55882,172.31.0.2,53,20/02/2018 02:07:07,31341
172.31.64.115,57828,172.31.0.2,53,20/02/2018 02:07:08,1247
172.31.64.115,57261,172.31.0.2,53,20/02/2018 02:07:42,479
172.31.64.115,55238,172.31.0.2,53,20/02/2018 02:08:07,17867
172.31.64.115,57601,172.31.0.2,53,20/02/2018 02:08:43,568
172.31.64.115,64283,172.31.0.2,53,20/02/2018 02:08:43,82926
77.72.83.21,53069,172.31.64.115,3389,20/02/2018 02:08:55,3388014
146.0.74.132,63846,172.31.64.115,3389,20/02/2018 02:12:03,1634606
77.72.83.21,16655,172.31.64.115,3389,20/02/2018 02:13:21,3430471
172.31.64.115,50127,172.31.0.2,53,20/02/2018 02:14:53,3664
172.31.64.115,55861,172.31.0.2,53,20/02/2018 02:15:59,569
172.31.64.115,54448,172.31.0.2,53,20/02/2018 02:15:59,154216
172.31.64.115,61338,172.31.0.2,53,20/02/2018 02:16:00,1338
172.31.64.115,50576,172.31.0.2,53,20/02/2018 02:16:01,1054
172.31.64.115,65001,172.31.0.2,53,20/02/2018 02:16:02,1033
172.31.64.115,62747,172.31.0.2,53,20/02/2018 02:16:02,1627
172.31.64.115,55180,172.31.0.2,53,20/02/2018 02:16:02,1947
172.31.64.115,64544,172.31.0.2,53,20/02/2018 02:16:02,304
172.31.64.115,61518,172.31.0.2,53,20/02/2018 02:16:02,271
172.31.64.115,63731,172.31.0.2,53,20/02/2018 02:16:02,206220
172.31.64.115,63283,172.31.0.2,53,20/02/2018 02:16:02,1532
172.31.64.115,50719,172.31.0.2,53,20/02/2018 02:16:02,20467
172.31.64.115,62506,172.31.0.2,53,20/02/2018 02:16:04,1190
172.31.64.115,53658,172.31.0.2,53,20/02/2018 02:16:04,357
172.31.64.115,54762,172.31.0.2,53,20/02/2018 02:16:04,273
172.31.64.115,55353,172.31.0.2,53,20/02/2018 02:16:04,273
172.31.64.115,59119,172.31.0.2,53,20/02/2018 02:16:07,335
172.31.64.115,54655,172.31.0.2,53,20/02/2018 02:16:07,1613
172.31.64.115,58540,172.31.0.2,53,20/02/2018 02:16:07,411
146.0.74.132,65476,172.31.64.115,3389,20/02/2018 02:20:58,1637972
146.0.74.132,49856,172.31.64.115,3389,20/02/2018 02:23:42,1645800
172.31.64.115,52249,172.31.0.2,53,20/02/2018 02:24:55,936
172.31.64.115,58946,172.31.0.2,53,20/02/2018 02:24:56,2463
172.31.64.115,55872,172.31.0.2,53,20/02/2018 02:24:56,477
172.31.64.115,52248,172.31.0.2,53,20/02/2018 02:24:56,1266
172.31.64.115,63922,172.31.0.2,53,20/02/2018 02:24:56,317
172.31.64.115,57312,172.31.0.2,53,20/02/2018 02:24:56,36018
172.31.64.115,62238,172.31.0.2,53,20/02/2018 02:24:57,26787
172.31.64.115,60602,172.31.0.2,53,20/02/2018 02:24:57,1503
172.31.64.115,53694,172.31.0.2,53,20/02/2018 02:24:58,284
172.31.64.115,49342,172.31.0.2,53,20/02/2018 02:24:58,273
172.31.64.115,51644,172.31.0.2,53,20/02/2018 02:24:58,260
172.31.64.115,61893,172.31.0.2,53,20/02/2018 02:24:58,288
